symbol	chromosome	entrez_gene_id
LOC105373202	X	105373202
LOC105373204	X	105373204
LOC105373205	X	105373205
LOC105373206	1	105373206
LOC105373207	1	105373207
LOC105373208	1	105373208
LOC105373209	1	105373209
LOC105373210	1	105373210
LOC105373211	1	105373211
LOC105373212	1	105373212
LOC105373215	1	105373215
LOC105373218	1	105373218
LOC105373220	1	105373220
LOC105373221	1	105373221
LOC105373222	1	105373222
LOC105373223	1	105373223
LOC105373224	1	105373224
LOC105373225	1	105373225
LOC105373228	1	105373228
LOC105373230	1	105373230
LOC105373231	1	105373231
LOC105373233	1	105373233
LOC105373234	1	105373234
LOC105373235	1	105373235
LOC105373239	X	105373239
LOC105373240	X	105373240
LOC105373241	X	105373241
LOC105373242	X	105373242
LOC105373244	X	105373244
LOC105373247	X	105373247
LOC105373249	1	105373249
LOC105373250	X	105373250
LOC105373252	X	105373252
LOC105373254	X	105373254
LOC105373255	1	105373255
LOC105373258	1	105373258
LOC105373260	1	105373260
LOC105373261	1	105373261
LOC105373262	1	105373262
LOC105373264	1	105373264
LOC105373265	1	105373265
LOC105373266	1	105373266
LOC105373269	1	105373269
LOC105373270	1	105373270
LOC105373271	1	105373271
LOC105373273	1	105373273
LOC105373275	1	105373275
LOC105373277	1	105373277
LOC105373278	1	105373278
LOC105373279	1	105373279
LOC105373281	1	105373281
LOC105373282	X	105373282
LOC105373283	X	105373283
LOC105373284	X	105373284
LOC105373285	X	105373285
LOC105373286	X	105373286
LOC105373287	X	105373287
LOC105373288	X	105373288
LOC105373289	1	105373289
LOC105373292	X	105373292
LOC105373293	X	105373293
LOC105373294	X	105373294
LOC105373296	X	105373296
LOC105373297	X	105373297
LOC105373298	X	105373298
LOC105373299	X	105373299
LOC105373300	X	105373300
LOC105373302	X	105373302
LOC105373303	X	105373303
LOC105373304	X	105373304
LOC105373305	X	105373305
LOC105373306	X	105373306
LOC105373310	X	105373310
LOC105373311	X	105373311
LOC105373312	X	105373312
LOC105373313	X	105373313
LOC105373314	X	105373314
LOC105373318	1	105373318
LOC105373320	X	105373320
LOC105373323	X	105373323
LOC105373324	2	105373324
LOC105373328	X	105373328
LOC105373331	X	105373331
LOC105373332	X	105373332
LOC105373333	X	105373333
LOC105373334	X	105373334
LOC105373335	X	105373335
LOC105373336	X	105373336
LOC105373338	X	105373338
LOC105373342	X	105373342
LOC105373343	X	105373343
LOC105373344	X	105373344
LOC105373345	X	105373345
LOC105373346	2	105373346
LOC105373347	X	105373347
LOC105373348	X	105373348
LOC105373349	X	105373349
LOC105373351	2	105373351
LOC105373352	2	105373352
LOC105373354	2	105373354
LOC105373358	2	105373358
LOC105373359	2	105373359
LOC105373367	X	105373367
LOC105373368	X	105373368
LOC105373369	X	105373369
LOC105373370	X	105373370
LOC105373372	X	105373372
LOC105373373	X	105373373
LOC105373378	X	105373378
LOC105373379	X	105373379
LOC105373381	X	105373381
LOC105373383	X	105373383
LOC105373384	X	105373384
LOC105373386	X	105373386
LOC105373387	X	105373387
LOC105373389	2	105373389
LOC105373390	2	105373390
LOC105373392	2	105373392
LOC105373393	2	105373393
LOC105373394	2	105373394
LOC105373395	2	105373395
LOC105373397	2	105373397
LOC105373398	2	105373398
LOC105373399	2	105373399
LOC105373401	2	105373401
LOC105373402	2	105373402
LOC105373404	2	105373404
LOC105373406	2	105373406
LOC105373407	2	105373407
LOC105373408	2	105373408
LOC105373409	2	105373409
LOC105373411	2	105373411
LOC105373414	2	105373414
LOC105373415	2	105373415
LOC105373416	2	105373416
LOC105373417	2	105373417
LOC105373418	2	105373418
LOC105373419	2	105373419
LOC105373421	2	105373421
LOC105373422	2	105373422
LOC105373424	2	105373424
LOC105373426	2	105373426
LOC105373428	2	105373428
LOC105373429	2	105373429
LOC105373430	2	105373430
LOC105373431	2	105373431
LOC105373432	2	105373432
LOC105373433	2	105373433
LOC105373436	2	105373436
LOC105373437	2	105373437
LOC105373438	2	105373438
LOC105373440	2	105373440
LOC105373443	2	105373443
LOC105373444	2	105373444
LOC105373447	2	105373447
LOC105373448	2	105373448
LOC105373449	2	105373449
LOC105373451	2	105373451
LOC105373454	2	105373454
LOC105373455	2	105373455
LOC105373456	2	105373456
LOC105373458	2	105373458
LOC105373459	2	105373459
LOC105373461	2	105373461
LOC105373463	2	105373463
LOC105373465	2	105373465
LOC105373466	2	105373466
LOC105373467	1	105373467
LOC105373471	1	105373471
LOC105373475	1	105373475
LOC105373479	2	105373479
LOC105373480	2	105373480
LOC105373481	2	105373481
LOC105373484	2	105373484
LOC105373485	2	105373485
LOC105373487	2	105373487
LOC105373488	2	105373488
LOC105373490	2	105373490
LOC105373492	2	105373492
LOC105373493	2	105373493
LOC105373494	2	105373494
LOC105373496	2	105373496
LOC105373499	2	105373499
LOC105373501	2	105373501
LOC105373502	2	105373502
LOC105373504	2	105373504
LOC105373506	2	105373506
LOC105373508	2	105373508
LOC105373510	2	105373510
LOC105373511	2	105373511
LOC105373512	2	105373512
LOC105373514	2	105373514
LOC105373520	2	105373520
LOC105373521	2	105373521
LOC105373522	2	105373522
LOC105373523	2	105373523
LOC105373524	2	105373524
LOC105373525	2	105373525
LOC105373526	2	105373526
LOC105373527	2	105373527
LOC105373528	2	105373528
LOC105373529	2	105373529
LOC105373530	2	105373530
LOC105373531	2	105373531
LOC105373534	2	105373534
LOC105373535	2	105373535
LOC105373539	2	105373539
LOC105373545	2	105373545
LOC105373547	2	105373547
LOC105373548	2	105373548
LOC105373549	2	105373549
LOC105373551	2	105373551
LOC105373552	2	105373552
LOC105373553	2	105373553
LOC105373554	2	105373554
LOC105373557	2	105373557
LOC105373559	2	105373559
LOC105373560	2	105373560
LOC105373562	2	105373562
LOC105373563	2	105373563
LOC105373567	2	105373567
LOC105373570	2	105373570
LOC105373572	2	105373572
LOC105373574	2	105373574
LOC105373575	2	105373575
LOC105373576	2	105373576
LOC105373578	2	105373578
LOC105373579	2	105373579
LOC105373580	2	105373580
LOC105373581	2	105373581
LOC105373582	2	105373582
LOC105373583	2	105373583
LOC105373584	2	105373584
LOC105373585	2	105373585
LOC105373587	2	105373587
LOC105373588	2	105373588
LOC105373590	2	105373590
LOC105373591	2	105373591
LOC105373592	2	105373592
LOC105373593	2	105373593
LOC105373594	2	105373594
LOC105373595	2	105373595
LOC105373596	2	105373596
LOC105373598	2	105373598
LOC105373601	2	105373601
LOC105373602	2	105373602
LOC105373603	2	105373603
LOC105373604	2	105373604
LOC105373605	2	105373605
LOC105373608	2	105373608
LOC105373609	2	105373609
LOC105373610	2	105373610
LOC105373611	2	105373611
LOC105373612	2	105373612
LOC105373613	2	105373613
LOC105373614	2	105373614
LOC105373616	2	105373616
LOC105373617	2	105373617
LOC105373618	2	105373618
LOC105373622	2	105373622
LOC105373623	2	105373623
LOC105373627	2	105373627
LOC105373628	2	105373628
LOC105373629	2	105373629
LOC105373633	2	105373633
LOC105373634	2	105373634
LOC105373636	2	105373636
LOC105373637	2	105373637
LOC105373639	2	105373639
LOC105373640	2	105373640
LOC105373641	2	105373641
LOC105373643	2	105373643
LOC105373644	2	105373644
LOC105373645	2	105373645
LOC105373648	2	105373648
LOC105373649	2	105373649
LOC105373651	2	105373651
LOC105373652	2	105373652
LOC105373654	2	105373654
LOC105373656	2	105373656
LOC105373663	2	105373663
LOC105373664	2	105373664
LOC105373665	2	105373665
LOC105373666	2	105373666
LOC105373667	2	105373667
LOC105373668	2	105373668
LOC105373673	2	105373673
LOC105373674	2	105373674
LOC105373677	2	105373677
LOC105373678	2	105373678
LOC105373679	2	105373679
LOC105373680	2	105373680
LOC105373682	2	105373682
LOC105373685	2	105373685
LOC105373686	2	105373686
LOC105373688	2	105373688
LOC105373689	2	105373689
LOC105373690	2	105373690
LOC105373691	2	105373691
LOC105373692	2	105373692
LOC105373693	2	105373693
LOC105373694	2	105373694
LOC105373696	2	105373696
LOC105373698	2	105373698
LOC105373699	2	105373699
LOC105373700	2	105373700
LOC105373703	2	105373703
LOC105373707	2	105373707
LOC105373709	2	105373709
LOC105373710	2	105373710
LOC105373711	2	105373711
LOC105373712	2	105373712
LOC105373713	2	105373713
LOC105373714	2	105373714
LOC105373715	2	105373715
LOC105373716	2	105373716
LOC105373717	2	105373717
LOC105373718	2	105373718
LOC105373719	2	105373719
LOC105373720	2	105373720
LOC105373722	2	105373722
LOC105373724	2	105373724
LOC105373727	2	105373727
LOC105373728	2	105373728
LOC105373730	2	105373730
LOC105373733	2	105373733
LOC105373734	2	105373734
LOC105373735	2	105373735
LOC105373737	2	105373737
LOC105373739	2	105373739
LOC105373740	2	105373740
LOC105373741	2	105373741
LOC105373742	2	105373742
LOC105373743	2	105373743
LOC105373744	2	105373744
LOC105373745	2	105373745
LOC105373746	2	105373746
LOC105373748	2	105373748
LOC105373750	2	105373750
LOC105373752	2	105373752
LOC105373754	2	105373754
LOC105373756	2	105373756
LOC105373757	2	105373757
LOC105373759	2	105373759
LOC105373760	2	105373760
LOC105373762	2	105373762
LOC105373764	2	105373764
LOC105373766	2	105373766
LOC105373767	2	105373767
LOC105373768	2	105373768
LOC105373769	2	105373769
LOC105373770	2	105373770
LOC105373771	2	105373771
LOC105373772	2	105373772
LOC105373774	2	105373774
LOC105373775	2	105373775
LOC105373776	2	105373776
LOC105373777	2	105373777
LOC105373779	2	105373779
LOC105373780	2	105373780
LOC105373781	2	105373781
LOC105373782	2	105373782
LOC105373785	2	105373785
LOC105373786	2	105373786
LOC105373788	2	105373788
LOC105373790	2	105373790
LOC105373791	2	105373791
LOC105373793	2	105373793
LOC105373794	2	105373794
LOC105373795	2	105373795
LOC105373796	2	105373796
LOC105373802	2	105373802
LOC105373804	2	105373804
LOC105373805	2	105373805
LOC105373811	2	105373811
LOC105373812	2	105373812
LOC105373813	2	105373813
LOC105373815	2	105373815
LOC105373816	2	105373816
LOC105373817	2	105373817
LOC105373819	2	105373819
LOC105373821	2	105373821
LOC105373822	2	105373822
LOC105373823	2	105373823
LOC105373824	2	105373824
LOC105373826	2	105373826
LOC105373828	2	105373828
LOC105373830	2	105373830
LOC105373831	2	105373831
LOC105373833	2	105373833
LOC105373835	2	105373835
LOC105373836	2	105373836
LOC105373845	2	105373845
LOC105373847	2	105373847
LOC105373848	2	105373848
LOC105373851	2	105373851
LOC105373854	2	105373854
LOC105373855	2	105373855
LOC105373856	2	105373856
LOC105373857	2	105373857
LOC105373864	2	105373864
LOC105373868	2	105373868
LOC105373870	2	105373870
LOC105373871	2	105373871
LOC105373872	2	105373872
LOC105373873	2	105373873
LOC105373874	2	105373874
LOC105373876	2	105373876
LOC105373878	2	105373878
LOC105373880	2	105373880
LOC105373881	2	105373881
LOC105373882	2	105373882
LOC105373883	2	105373883
LOC105373884	2	105373884
LOC105373885	2	105373885
LOC105373886	2	105373886
LOC105373887	2	105373887
LOC105373888	2	105373888
LOC105373890	2	105373890
LOC105373891	2	105373891
LOC105373893	2	105373893
LOC105373894	2	105373894
LOC105373895	2	105373895
LOC105373896	2	105373896
LOC105373897	2	105373897
LOC105373898	2	105373898
LOC105373899	2	105373899
LOC105373900	2	105373900
LOC105373902	2	105373902
LOC105373903	2	105373903
LOC105373904	2	105373904
LOC105373905	2	105373905
LOC105373906	2	105373906
LOC105373907	2	105373907
LOC105373908	2	105373908
LOC105373909	2	105373909
LOC105373910	2	105373910
LOC105373911	2	105373911
LOC105373914	2	105373914
LOC105373915	2	105373915
LOC105373918	2	105373918
LOC105373919	2	105373919
LOC105373920	2	105373920
LOC105373921	2	105373921
LOC105373923	2	105373923
LOC105373924	2	105373924
LOC105373925	2	105373925
LOC105373926	2	105373926
LOC105373928	2	105373928
LOC105373929	2	105373929
LOC105373932	2	105373932
LOC105373933	2	105373933
LOC105373936	2	105373936
LOC105373937	2	105373937
LOC105373938	2	105373938
LOC105373939	2	105373939
LOC105373940	2	105373940
LOC105373941	2	105373941
LOC105373942	2	105373942
LOC105373943	2	105373943
LOC105373944	2	105373944
LOC105373945	2	105373945
LOC105373946	2	105373946
LOC105373947	2	105373947
LOC105373948	2	105373948
LOC105373949	2	105373949
LOC105373950	2	105373950
LOC105373951	2	105373951
LOC105373952	2	105373952
LOC105373953	2	105373953
LOC105373954	2	105373954
LOC105373957	2	105373957
LOC105373958	2	105373958
LOC105373960	2	105373960
LOC105373961	2	105373961
LOC105373963	2	105373963
LOC105373966	2	105373966
LOC105373968	2	105373968
LOC105373970	2	105373970
LOC105373971	2	105373971
LOC105373973	2	105373973
LOC105373974	2	105373974
LOC105373975	2	105373975
LOC105373976	2	105373976
LOC105373977	2	105373977
LOC105373978	2	105373978
LOC105373980	2	105373980
LOC105373985	2	105373985
LOC105373986	2	105373986
LOC105373989	2	105373989
LOC105373991	2	105373991
LOC105373992	3	105373992
LOC105373994	3	105373994
LOC105373996	3	105373996
LOC105373997	3	105373997
LOC105373998	3	105373998
LOC105373999	3	105373999
LOC105374000	3	105374000
LOC105374002	3	105374002
LOC105374003	3	105374003
LOC105374004	3	105374004
LOC105374005	3	105374005
LOC105374006	3	105374006
LOC105374007	3	105374007
LOC105374009	3	105374009
LOC105374010	3	105374010
LOC105374013	3	105374013
LOC105374016	3	105374016
LOC105374017	3	105374017
LOC105374018	3	105374018
LOC105374019	3	105374019
LOC105374020	3	105374020
LOC105374021	3	105374021
LOC105374023	3	105374023
LOC105374024	3	105374024
LOC105374026	3	105374026
LOC105374027	3	105374027
LOC105374029	3	105374029
LOC105374031	3	105374031
LOC105374033	3	105374033
LOC105374034	3	105374034
LOC105374036	3	105374036
LOC105374037	3	105374037
LOC105374038	3	105374038
LOC105374039	3	105374039
LOC105374040	3	105374040
LOC105374041	3	105374041
LOC105374042	3	105374042
LOC105374048	3	105374048
LOC105374051	3	105374051
LOC105374052	3	105374052
LOC105374053	3	105374053
LOC105374054	3	105374054
LOC105374056	3	105374056
LOC105374058	3	105374058
LOC105374059	3	105374059
LOC105374060	3	105374060
LOC105374062	3	105374062
LOC105374063	3	105374063
LOC105374064	3	105374064
LOC105374065	3	105374065
LOC105374069	3	105374069
LOC105374071	3	105374071
LOC105374076	3	105374076
LOC105374077	3	105374077
LOC105374080	3	105374080
LOC105374081	3	105374081
LOC105374083	3	105374083
LOC105374085	3	105374085
LOC105374088	3	105374088
LOC105374089	3	105374089
LOC105374090	3	105374090
LOC105374094	3	105374094
LOC105374096	3	105374096
LOC105374101	3	105374101
LOC105374102	3	105374102
LOC105374103	3	105374103
LOC105374106	3	105374106
LOC105374107	3	105374107
LOC105374108	3	105374108
LOC105374110	3	105374110
LOC105374111	3	105374111
LOC105374113	3	105374113
LOC105374114	3	105374114
LOC105374115	3	105374115
LOC105374116	3	105374116
LOC105374117	3	105374117
LOC105374118	3	105374118
LOC105374120	3	105374120
LOC105374121	3	105374121
LOC105374122	3	105374122
LOC105374123	3	105374123
LOC105374124	3	105374124
LOC105374126	3	105374126
LOC105374127	3	105374127
LOC105374128	3	105374128
LOC105374129	3	105374129
LOC105374132	3	105374132
LOC105374134	3	105374134
LOC105374136	3	105374136
LOC105374137	3	105374137
LOC105374138	3	105374138
LOC105374139	3	105374139
LOC105374140	3	105374140
LOC105374141	3	105374141
LOC105374142	3	105374142
LOC105374143	3	105374143
LOC105374144	3	105374144
LOC105374145	3	105374145
LOC105374147	3	105374147
LOC105374148	3	105374148
LOC105374150	3	105374150
LOC105374151	3	105374151
LOC105374152	3	105374152
LOC105374153	3	105374153
LOC105374154	3	105374154
LOC105374155	3	105374155
LOC105374157	3	105374157
LOC105374159	3	105374159
LOC105374160	3	105374160
LOC105374162	3	105374162
LOC105374163	3	105374163
LOC105374164	3	105374164
LOC105374166	3	105374166
LOC105374167	3	105374167
LOC105374170	3	105374170
LOC105374171	3	105374171
LOC105374172	3	105374172
LOC105374174	3	105374174
LOC105374179	3	105374179
LOC105374181	3	105374181
LOC105374186	3	105374186
LOC105374187	3	105374187
LOC105374188	3	105374188
LOC105374189	3	105374189
LOC105374190	3	105374190
LOC105374191	3	105374191
LOC105374192	3	105374192
LOC105374193	3	105374193
LOC105374194	3	105374194
LOC105374195	3	105374195
LOC105374196	3	105374196
LOC105374197	3	105374197
LOC105374200	3	105374200
LOC105374205	3	105374205
LOC105374206	3	105374206
LOC105374209	3	105374209
LOC105374211	3	105374211
LOC105374216	3	105374216
LOC105374217	3	105374217
LOC105374218	3	105374218
LOC105374220	3	105374220
LOC105374221	3	105374221
LOC105374224	3	105374224
LOC105374225	3	105374225
LOC105374226	3	105374226
LOC105374229	3	105374229
LOC105374230	3	105374230
LOC105374234	3	105374234
LOC105374235	3	105374235
LOC105374240	3	105374240
LOC105374242	3	105374242
LOC105374243	3	105374243
LOC105374245	3	105374245
LOC105374246	3	105374246
LOC105374247	3	105374247
LOC105374248	3	105374248
LOC105374249	3	105374249
LOC105374252	3	105374252
LOC105374253	3	105374253
LOC105374254	3	105374254
LOC105374257	3	105374257
LOC105374258	3	105374258
LOC105374259	3	105374259
LOC105374260	3	105374260
LOC105374262	3	105374262
LOC105374263	3	105374263
LOC105374264	3	105374264
LOC105374265	3	105374265
LOC105374270	3	105374270
LOC105374275	3	105374275
LOC105374276	3	105374276
LOC105374277	3	105374277
LOC105374280	3	105374280
LOC105374282	3	105374282
LOC105374283	3	105374283
LOC105374284	3	105374284
LOC105374286	3	105374286
LOC105374287	3	105374287
LOC105374291	3	105374291
LOC105374292	3	105374292
LOC105374294	3	105374294
LOC105374295	3	105374295
LOC105374296	3	105374296
LOC105374297	3	105374297
LOC105374298	3	105374298
LOC105374299	3	105374299
LOC105374301	3	105374301
LOC105374303	3	105374303
LOC105374304	3	105374304
LOC105374306	3	105374306
LOC105374307	3	105374307
LOC105374308	3	105374308
LOC105374309	3	105374309
LOC105374310	3	105374310
LOC105374312	3	105374312
LOC105374313	3	105374313
LOC105374314	3	105374314
LOC105374317	2	105374317
LOC105374318	2	105374318
LOC105374320	2	105374320
LOC105374323	2	105374323
LOC105374325	2	105374325
LOC105374328	2	105374328
LOC105374329	2	105374329
LOC105374332	2	105374332
LOC105374333	2	105374333
LOC105374334	2	105374334
LOC105374336	4	105374336
LOC105374338	4	105374338
LOC105374339	4	105374339
LOC105374340	4	105374340
LOC105374341	4	105374341
LOC105374343	4	105374343
LOC105374344	4	105374344
LOC105374346	4	105374346
LOC105374347	4	105374347
LOC105374348	4	105374348
LOC105374349	4	105374349
LOC105374352	4	105374352
LOC105374353	4	105374353
LOC105374354	4	105374354
LOC105374355	4	105374355
LOC105374357	4	105374357
LOC105374358	4	105374358
LOC105374359	4	105374359
LOC105374362	4	105374362
LOC105374363	2	105374363
LOC105374364	4	105374364
LOC105374365	4	105374365
LOC105374367	4	105374367
LOC105374368	4	105374368
LOC105374369	2	105374369
LOC105374370	4	105374370
LOC105374371	4	105374371
LOC105374373	4	105374373
LOC105374376	4	105374376
LOC105374377	4	105374377
LOC105374378	2	105374378
LOC105374381	2	105374381
LOC105374382	2	105374382
LOC105374383	2	105374383
LOC105374384	2	105374384
LOC105374386	2	105374386
LOC105374389	2	105374389
LOC105374391	4	105374391
LOC105374392	4	105374392
LOC105374396	4	105374396
LOC105374397	4	105374397
LOC105374399	4	105374399
LOC105374402	4	105374402
LOC105374404	4	105374404
LOC105374406	4	105374406
LOC105374407	4	105374407
LOC105374408	4	105374408
LOC105374409	4	105374409
LOC105374412	4	105374412
LOC105374413	4	105374413
LOC105374414	2	105374414
LOC105374418	4	105374418
LOC105374419	4	105374419
LOC105374421	4	105374421
LOC105374423	4	105374423
LOC105374425	4	105374425
LOC105374426	4	105374426
LOC105374428	4	105374428
LOC105374430	4	105374430
LOC105374432	4	105374432
LOC105374433	4	105374433
LOC105374434	4	105374434
LOC105374435	2	105374435
LOC105374438	4	105374438
LOC105374439	4	105374439
LOC105374440	4	105374440
LOC105374441	4	105374441
LOC105374442	4	105374442
LOC105374443	4	105374443
LOC105374444	4	105374444
LOC105374445	4	105374445
LOC105374453	2	105374453
LOC105374454	2	105374454
LOC105374455	2	105374455
LOC105374456	2	105374456
LOC105374457	2	105374457
LOC105374458	2	105374458
LOC105374459	2	105374459
LOC105374461	2	105374461
LOC105374464	2	105374464
LOC105374465	2	105374465
LOC105374466	2	105374466
LOC105374467	2	105374467
LOC105374468	2	105374468
LOC105374470	2	105374470
LOC105374471	2	105374471
LOC105374473	2	105374473
LOC105374474	4	105374474
LOC105374475	2	105374475
LOC105374476	4	105374476
LOC105374478	4	105374478
LOC105374479	4	105374479
LOC105374480	4	105374480
LOC105374481	4	105374481
LOC105374482	4	105374482
LOC105374483	4	105374483
LOC105374488	4	105374488
LOC105374489	4	105374489
LOC105374490	4	105374490
LOC105374491	2	105374491
LOC105374492	4	105374492
LOC105374493	4	105374493
LOC105374494	4	105374494
LOC105374495	4	105374495
LOC105374496	4	105374496
LOC105374497	2	105374497
LOC105374498	4	105374498
LOC105374501	4	105374501
LOC105374502	4	105374502
LOC105374505	4	105374505
LOC105374506	2	105374506
LOC105374507	4	105374507
LOC105374510	4	105374510
LOC105374511	4	105374511
LOC105374513	4	105374513
LOC105374514	4	105374514
LOC105374515	4	105374515
LOC105374516	4	105374516
LOC105374517	2	105374517
LOC105374519	4	105374519
LOC105374520	4	105374520
LOC105374521	4	105374521
LOC105374523	4	105374523
LOC105374524	4	105374524
LOC105374525	4	105374525
LOC105374527	4	105374527
LOC105374528	4	105374528
LOC105374531	2	105374531
LOC105374534	4	105374534
LOC105374535	4	105374535
LOC105374536	4	105374536
LOC105374537	2	105374537
LOC105374538	4	105374538
LOC105374541	4	105374541
LOC105374542	4	105374542
LOC105374545	4	105374545
LOC105374546	4	105374546
LOC105374547	4	105374547
LOC105374548	4	105374548
LOC105374549	4	105374549
LOC105374550	4	105374550
LOC105374552	4	105374552
LOC105374553	4	105374553
LOC105374555	2	105374555
LOC105374556	4	105374556
LOC105374557	4	105374557
LOC105374558	4	105374558
LOC105374559	4	105374559
LOC105374562	4	105374562
LOC105374564	4	105374564
LOC105374566	4	105374566
LOC105374567	2	105374567
LOC105374568	2	105374568
LOC105374570	2	105374570
LOC105374571	2	105374571
LOC105374573	2	105374573
LOC105374576	2	105374576
LOC105374577	2	105374577
LOC105374580	2	105374580
LOC105374581	2	105374581
LOC105374584	2	105374584
LOC105374588	2	105374588
LOC105374589	2	105374589
LOC105374590	2	105374590
LOC105374591	2	105374591
LOC105374592	2	105374592
LOC105374593	2	105374593
LOC105374594	2	105374594
LOC105374595	2	105374595
LOC105374597	2	105374597
LOC105374598	2	105374598
LOC105374600	2	105374600
LOC105374601	2	105374601
LOC105374602	5	105374602
LOC105374606	5	105374606
LOC105374607	5	105374607
LOC105374608	5	105374608
LOC105374610	2	105374610
LOC105374612	5	105374612
LOC105374614	5	105374614
LOC105374615	2	105374615
LOC105374616	5	105374616
LOC105374618	5	105374618
LOC105374620	5	105374620
LOC105374621	5	105374621
LOC105374625	5	105374625
LOC105374626	5	105374626
LOC105374629	5	105374629
LOC105374630	5	105374630
LOC105374634	5	105374634
LOC105374636	5	105374636
LOC105374639	5	105374639
LOC105374640	2	105374640
LOC105374641	5	105374641
LOC105374642	5	105374642
LOC105374643	5	105374643
LOC105374645	5	105374645
LOC105374646	5	105374646
LOC105374647	5	105374647
LOC105374649	5	105374649
LOC105374651	5	105374651
LOC105374652	5	105374652
LOC105374653	2	105374653
LOC105374654	5	105374654
LOC105374655	5	105374655
LOC105374656	5	105374656
LOC105374657	5	105374657
LOC105374659	5	105374659
LOC105374660	5	105374660
LOC105374661	5	105374661
LOC105374662	2	105374662
LOC105374663	5	105374663
LOC105374664	5	105374664
LOC105374666	5	105374666
LOC105374667	2	105374667
LOC105374668	5	105374668
LOC105374669	5	105374669
LOC105374672	5	105374672
LOC105374673	5	105374673
LOC105374674	2	105374674
LOC105374678	5	105374678
LOC105374681	5	105374681
LOC105374682	5	105374682
LOC105374683	5	105374683
LOC105374685	5	105374685
LOC105374686	5	105374686
LOC105374687	5	105374687
LOC105374688	5	105374688
LOC105374689	5	105374689
LOC105374690	2	105374690
LOC105374695	5	105374695
LOC105374696	5	105374696
LOC105374697	2	105374697
LOC105374699	5	105374699
LOC105374701	5	105374701
LOC105374702	5	105374702
LOC105374703	5	105374703
LOC105374704	5	105374704
LOC105374705	5	105374705
LOC105374706	5	105374706
LOC105374707	5	105374707
LOC105374709	5	105374709
LOC105374711	5	105374711
LOC105374715	5	105374715
LOC105374717	5	105374717
LOC105374719	5	105374719
LOC105374721	5	105374721
LOC105374723	5	105374723
LOC105374724	5	105374724
LOC105374726	2	105374726
LOC105374727	5	105374727
LOC105374730	5	105374730
LOC105374732	5	105374732
LOC105374733	5	105374733
LOC105374735	5	105374735
LOC105374736	5	105374736
LOC105374737	5	105374737
LOC105374739	5	105374739
LOC105374740	5	105374740
LOC105374745	5	105374745
LOC105374746	5	105374746
LOC105374748	5	105374748
LOC105374749	5	105374749
LOC105374754	2	105374754
LOC105374758	2	105374758
LOC105374759	2	105374759
LOC105374760	2	105374760
LOC105374761	2	105374761
LOC105374764	2	105374764
LOC105374768	2	105374768
LOC105374769	2	105374769
LOC105374771	2	105374771
LOC105374772	2	105374772
LOC105374773	2	105374773
LOC105374775	2	105374775
LOC105374776	2	105374776
LOC105374777	2	105374777
LOC105374780	2	105374780
LOC105374781	2	105374781
LOC105374785	2	105374785
LOC105374786	2	105374786
LOC105374789	2	105374789
LOC105374790	2	105374790
LOC105374792	2	105374792
LOC105374793	2	105374793
LOC105374794	2	105374794
LOC105374795	2	105374795
LOC105374796	2	105374796
LOC105374797	2	105374797
LOC105374798	2	105374798
LOC105374800	2	105374800
LOC105374802	2	105374802
LOC105374803	2	105374803
LOC105374804	2	105374804
LOC105374807	2	105374807
LOC105374808	2	105374808
LOC105374809	2	105374809
LOC105374810	2	105374810
LOC105374811	2	105374811
LOC105374812	2	105374812
LOC105374813	2	105374813
LOC105374814	2	105374814
LOC105374815	2	105374815
LOC105374816	2	105374816
LOC105374817	2	105374817
LOC105374819	2	105374819
LOC105374820	2	105374820
LOC105374821	2	105374821
LOC105374822	2	105374822
LOC105374823	2	105374823
LOC105374824	2	105374824
LOC105374827	2	105374827
LOC105374828	2	105374828
LOC105374829	2	105374829
LOC105374831	2	105374831
LOC105374832	2	105374832
LOC105374833	2	105374833
LOC105374834	2	105374834
LOC105374835	2	105374835
LOC105374836	2	105374836
LOC105374837	2	105374837
LOC105374838	2	105374838
LOC105374839	2	105374839
LOC105374841	2	105374841
LOC105374842	2	105374842
LOC105374843	2	105374843
LOC105374845	2	105374845
LOC105374846	2	105374846
LOC105374848	2	105374848
LOC105374851	2	105374851
LOC105374852	2	105374852
LOC105374853	2	105374853
LOC105374854	2	105374854
LOC105374855	2	105374855
LOC105374857	2	105374857
LOC105374858	2	105374858
LOC105374859	2	105374859
LOC105374862	2	105374862
LOC105374866	2	105374866
LOC105374868	2	105374868
LOC105374869	6	105374869
LOC105374870	6	105374870
LOC105374873	6	105374873
LOC105374875	6	105374875
LOC105374879	6	105374879
LOC105374880	6	105374880
LOC105374882	6	105374882
LOC105374883	6	105374883
LOC105374887	6	105374887
LOC105374888	6	105374888
LOC105374889	6	105374889
LOC105374890	6	105374890
LOC105374893	6	105374893
LOC105374894	6	105374894
LOC105374897	6	105374897
LOC105374898	6	105374898
LOC105374901	6	105374901
LOC105374902	6	105374902
LOC105374903	6	105374903
LOC105374904	6	105374904
LOC105374906	6	105374906
LOC105374907	6	105374907
LOC105374910	6	105374910
LOC105374911	6	105374911
LOC105374912	6	105374912
LOC105374913	6	105374913
LOC105374914	6	105374914
LOC105374918	6	105374918
LOC105374919	6	105374919
LOC105374920	6	105374920
LOC105374921	6	105374921
LOC105374923	6	105374923
LOC105374924	6	105374924
LOC105374925	6	105374925
LOC105374927	6	105374927
LOC105374928	6	105374928
LOC105374929	6	105374929
