symbol	chromosome	entrez_gene_id
LOC105374931	6	105374931
LOC105374933	6	105374933
LOC105374934	6	105374934
LOC105374935	6	105374935
LOC105374936	6	105374936
LOC105374937	6	105374937
LOC105374938	6	105374938
LOC105374939	6	105374939
LOC105374940	6	105374940
LOC105374942	6	105374942
LOC105374943	6	105374943
LOC105374944	6	105374944
LOC105374945	6	105374945
LOC105374946	6	105374946
LOC105374947	6	105374947
LOC105374948	6	105374948
LOC105374949	6	105374949
LOC105374951	6	105374951
LOC105374952	6	105374952
LOC105374953	6	105374953
LOC105374955	6	105374955
LOC105374957	6	105374957
LOC105374958	6	105374958
LOC105374959	6	105374959
LOC105374960	6	105374960
LOC105374961	6	105374961
LOC105374963	6	105374963
LOC105374965	6	105374965
LOC105374966	6	105374966
LOC105374968	6	105374968
LOC105374970	6	105374970
LOC105374971	6	105374971
LOC105374972	6	105374972
LOC105374973	6	105374973
LOC105374974	6	105374974
LOC105374975	6	105374975
LOC105374976	6	105374976
LOC105374978	6	105374978
LOC105374981	6	105374981
LOC105374985	6	105374985
LOC105374986	6	105374986
LOC105374988	6	105374988
LOC105374989	6	105374989
LOC105374991	6	105374991
LOC105374992	6	105374992
LOC105374995	6	105374995
LOC105374996	6	105374996
LOC105374997	6	105374997
LOC105374998	6	105374998
LOC105375001	6	105375001
LOC105375002	6	105375002
LOC105375003	6	105375003
LOC105375005	6	105375005
LOC105375006	6	105375006
LOC105375008	6	105375008
LOC105375009	6	105375009
LOC105375010	6	105375010
LOC105375012	6	105375012
LOC105375018	6	105375018
LOC105375019	6	105375019
LOC105375020	6	105375020
LOC105375021	6	105375021
LOC105375022	6	105375022
LOC105375023	6	105375023
LOC105375024	6	105375024
LOC105375025	6	105375025
LOC105375026	6	105375026
LOC105375027	6	105375027
LOC105375028	6	105375028
LOC105375034	6	105375034
LOC105375035	6	105375035
LOC105375036	6	105375036
LOC105375037	6	105375037
LOC105375038	6	105375038
LOC105375040	6	105375040
LOC105375044	6	105375044
LOC105375045	6	105375045
LOC105375046	6	105375046
LOC105375047	6	105375047
LOC105375049	6	105375049
LOC105375050	6	105375050
LOC105375051	6	105375051
LOC105375052	6	105375052
LOC105375053	6	105375053
LOC105375055	6	105375055
LOC105375056	6	105375056
LOC105375059	6	105375059
LOC105375060	6	105375060
LOC105375061	6	105375061
LOC105375063	6	105375063
LOC105375064	6	105375064
LOC105375065	6	105375065
LOC105375067	6	105375067
LOC105375068	6	105375068
LOC105375069	6	105375069
LOC105375070	6	105375070
LOC105375072	6	105375072
LOC105375074	6	105375074
LOC105375075	6	105375075
LOC105375078	6	105375078
LOC105375079	6	105375079
LOC105375080	6	105375080
LOC105375081	6	105375081
LOC105375082	6	105375082
LOC105375084	6	105375084
LOC105375085	6	105375085
LOC105375087	6	105375087
LOC105375091	6	105375091
LOC105375095	6	105375095
LOC105375097	6	105375097
LOC105375098	6	105375098
LOC105375100	6	105375100
LOC105375101	6	105375101
LOC105375102	6	105375102
LOC105375103	6	105375103
LOC105375106	6	105375106
LOC105375107	6	105375107
LOC105375112	7	105375112
LOC105375113	7	105375113
LOC105375114	7	105375114
LOC105375115	7	105375115
LOC105375116	7	105375116
LOC105375118	7	105375118
LOC105375119	7	105375119
LOC105375120	7	105375120
LOC105375122	7	105375122
LOC105375123	7	105375123
LOC105375124	7	105375124
LOC105375126	7	105375126
LOC105375127	7	105375127
LOC105375128	7	105375128
LOC105375130	7	105375130
LOC105375131	7	105375131
LOC105375132	7	105375132
LOC105375133	7	105375133
LOC105375134	7	105375134
LOC105375138	7	105375138
LOC105375142	7	105375142
LOC105375144	7	105375144
LOC105375145	7	105375145
LOC105375146	7	105375146
LOC105375147	7	105375147
LOC105375148	7	105375148
LOC105375149	7	105375149
LOC105375150	7	105375150
LOC105375151	7	105375151
LOC105375153	7	105375153
LOC105375154	7	105375154
LOC105375155	7	105375155
LOC105375156	7	105375156
LOC105375157	7	105375157
LOC105375158	7	105375158
LOC105375161	7	105375161
LOC105375162	7	105375162
LOC105375163	7	105375163
LOC105375164	7	105375164
LOC105375166	7	105375166
LOC105375167	7	105375167
LOC105375168	7	105375168
LOC105375169	7	105375169
LOC105375170	7	105375170
LOC105375171	7	105375171
LOC105375172	7	105375172
LOC105375174	7	105375174
LOC105375176	7	105375176
LOC105375179	7	105375179
LOC105375180	7	105375180
LOC105375181	7	105375181
LOC105375183	7	105375183
LOC105375184	7	105375184
LOC105375185	7	105375185
LOC105375186	7	105375186
LOC105375187	7	105375187
LOC105375188	7	105375188
LOC105375191	7	105375191
LOC105375193	7	105375193
LOC105375194	7	105375194
LOC105375195	7	105375195
LOC105375196	7	105375196
LOC105375198	7	105375198
LOC105375199	7	105375199
LOC105375200	7	105375200
LOC105375202	7	105375202
LOC105375205	7	105375205
LOC105375206	7	105375206
LOC105375207	7	105375207
LOC105375208	7	105375208
LOC105375210	7	105375210
LOC105375211	7	105375211
LOC105375213	7	105375213
LOC105375215	7	105375215
LOC105375216	7	105375216
LOC105375217	7	105375217
LOC105375218	7	105375218
LOC105375219	7	105375219
LOC105375220	7	105375220
LOC105375221	7	105375221
LOC105375222	7	105375222
LOC105375224	7	105375224
LOC105375228	7	105375228
LOC105375230	7	105375230
LOC105375231	7	105375231
LOC105375233	7	105375233
LOC105375235	7	105375235
LOC105375236	7	105375236
LOC105375237	7	105375237
LOC105375238	7	105375238
LOC105375239	7	105375239
LOC105375240	7	105375240
LOC105375241	7	105375241
LOC105375242	7	105375242
LOC105375243	7	105375243
LOC105375244	7	105375244
LOC105375245	7	105375245
LOC105375246	7	105375246
LOC105375247	7	105375247
LOC105375248	7	105375248
LOC105375249	7	105375249
LOC105375250	7	105375250
LOC105375251	7	105375251
LOC105375252	7	105375252
LOC105375253	7	105375253
LOC105375257	7	105375257
LOC105375258	7	105375258
LOC105375259	7	105375259
LOC105375260	7	105375260
LOC105375262	7	105375262
LOC105375264	7	105375264
LOC105375265	7	105375265
LOC105375266	7	105375266
LOC105375267	7	105375267
LOC105375268	7	105375268
LOC105375270	7	105375270
LOC105375271	7	105375271
LOC105375272	7	105375272
LOC105375273	7	105375273
LOC105375277	7	105375277
LOC105375278	7	105375278
LOC105375282	7	105375282
LOC105375284	7	105375284
LOC105375287	7	105375287
LOC105375288	7	105375288
LOC105375289	7	105375289
LOC105375291	7	105375291
LOC105375292	7	105375292
LOC105375294	7	105375294
LOC105375295	7	105375295
LOC105375296	7	105375296
LOC105375297	7	105375297
LOC105375298	7	105375298
LOC105375299	7	105375299
LOC105375300	7	105375300
LOC105375301	7	105375301
LOC105375302	7	105375302
LOC105375303	7	105375303
LOC105375304	7	105375304
LOC105375310	2	105375310
LOC105375311	2	105375311
LOC105375313	7	105375313
LOC105375314	7	105375314
LOC105375315	7	105375315
LOC105375317	7	105375317
LOC105375318	7	105375318
LOC105375319	7	105375319
LOC105375321	7	105375321
LOC105375322	7	105375322
LOC105375323	7	105375323
LOC105375324	7	105375324
LOC105375326	7	105375326
LOC105375328	7	105375328
LOC105375329	7	105375329
LOC105375330	7	105375330
LOC105375333	7	105375333
LOC105375334	7	105375334
LOC105375336	7	105375336
LOC105375337	7	105375337
LOC105375340	7	105375340
LOC105375341	7	105375341
LOC105375342	7	105375342
LOC105375343	7	105375343
LOC105375344	7	105375344
LOC105375345	7	105375345
LOC105375346	7	105375346
LOC105375347	7	105375347
LOC105375350	7	105375350
LOC105375352	7	105375352
LOC105375356	7	105375356
LOC105375358	7	105375358
LOC105375359	7	105375359
LOC105375361	7	105375361
LOC105375363	7	105375363
LOC105375366	7	105375366
LOC105375368	7	105375368
LOC105375369	7	105375369
LOC105375370	7	105375370
LOC105375371	7	105375371
LOC105375372	7	105375372
LOC105375373	7	105375373
LOC105375376	7	105375376
LOC105375377	7	105375377
LOC105375378	7	105375378
LOC105375382	7	105375382
LOC105375384	7	105375384
LOC105375386	7	105375386
LOC105375387	7	105375387
LOC105375392	7	105375392
LOC105375397	7	105375397
LOC105375400	7	105375400
LOC105375401	7	105375401
LOC105375402	7	105375402
LOC105375403	7	105375403
LOC105375404	7	105375404
LOC105375405	7	105375405
LOC105375409	7	105375409
LOC105375410	7	105375410
LOC105375411	7	105375411
LOC105375412	7	105375412
LOC105375414	7	105375414
LOC105375416	7	105375416
LOC105375417	7	105375417
LOC105375418	7	105375418
LOC105375419	7	105375419
LOC105375421	7	105375421
LOC105375422	7	105375422
LOC105375423	7	105375423
LOC105375426	7	105375426
LOC105375427	7	105375427
LOC105375429	7	105375429
LOC105375431	7	105375431
LOC105375433	7	105375433
LOC105375434	7	105375434
LOC105375435	7	105375435
LOC105375436	7	105375436
LOC105375440	7	105375440
LOC105375441	7	105375441
LOC105375443	7	105375443
LOC105375444	7	105375444
LOC105375445	7	105375445
LOC105375446	7	105375446
LOC105375448	7	105375448
LOC105375450	7	105375450
LOC105375451	7	105375451
LOC105375452	7	105375452
LOC105375456	7	105375456
LOC105375457	7	105375457
LOC105375461	7	105375461
LOC105375462	7	105375462
LOC105375463	7	105375463
LOC105375465	7	105375465
LOC105375466	7	105375466
LOC105375467	7	105375467
LOC105375468	7	105375468
LOC105375469	7	105375469
LOC105375470	7	105375470
LOC105375471	7	105375471
LOC105375472	7	105375472
LOC105375473	7	105375473
LOC105375476	7	105375476
LOC105375477	7	105375477
LOC105375478	7	105375478
LOC105375481	7	105375481
LOC105375482	7	105375482
LOC105375483	7	105375483
LOC105375484	7	105375484
LOC105375486	7	105375486
LOC105375487	7	105375487
LOC105375488	7	105375488
LOC105375489	7	105375489
LOC105375490	7	105375490
LOC105375492	7	105375492
LOC105375493	7	105375493
LOC105375494	7	105375494
LOC105375497	7	105375497
LOC105375500	7	105375500
LOC105375501	7	105375501
LOC105375503	7	105375503
LOC105375504	7	105375504
LOC105375505	7	105375505
LOC105375508	7	105375508
LOC105375509	7	105375509
LOC105375511	7	105375511
LOC105375512	7	105375512
LOC105375513	7	105375513
LOC105375514	7	105375514
LOC105375517	7	105375517
LOC105375518	7	105375518
LOC105375519	7	105375519
LOC105375520	7	105375520
LOC105375521	7	105375521
LOC105375522	7	105375522
LOC105375523	7	105375523
LOC105375524	7	105375524
LOC105375525	7	105375525
LOC105375527	7	105375527
LOC105375530	7	105375530
LOC105375532	7	105375532
LOC105375534	7	105375534
LOC105375535	7	105375535
LOC105375536	7	105375536
LOC105375537	7	105375537
LOC105375538	7	105375538
LOC105375539	7	105375539
LOC105375541	7	105375541
LOC105375542	7	105375542
LOC105375543	7	105375543
LOC105375544	7	105375544
LOC105375545	7	105375545
LOC105375546	7	105375546
LOC105375547	7	105375547
LOC105375548	7	105375548
LOC105375549	7	105375549
LOC105375551	7	105375551
LOC105375552	7	105375552
LOC105375553	7	105375553
LOC105375554	7	105375554
LOC105375556	7	105375556
LOC105375557	7	105375557
LOC105375559	7	105375559
LOC105375560	7	105375560
LOC105375563	7	105375563
LOC105375564	7	105375564
LOC105375566	7	105375566
LOC105375567	7	105375567
LOC105375570	7	105375570
LOC105375571	7	105375571
LOC105375574	7	105375574
LOC105375577	7	105375577
LOC105375578	7	105375578
LOC105375579	7	105375579
LOC105375580	7	105375580
LOC105375581	7	105375581
LOC105375582	7	105375582
LOC105375584	7	105375584
LOC105375586	7	105375586
LOC105375587	7	105375587
LOC105375588	7	105375588
LOC105375589	7	105375589
LOC105375591	7	105375591
LOC105375592	7	105375592
LOC105375593	7	105375593
LOC105375594	7	105375594
LOC105375597	7	105375597
LOC105375599	7	105375599
LOC105375601	7	105375601
LOC105375602	7	105375602
LOC105375603	7	105375603
LOC105375604	7	105375604
LOC105375605	7	105375605
LOC105375607	7	105375607
LOC105375610	7	105375610
LOC105375613	7	105375613
LOC105375614	7	105375614
LOC105375615	7	105375615
LOC105375622	8	105375622
LOC105375623	8	105375623
LOC105375624	8	105375624
LOC105375626	8	105375626
LOC105375628	8	105375628
LOC105375629	8	105375629
LOC105375630	8	105375630
LOC105375631	8	105375631
LOC105375633	8	105375633
LOC105375634	8	105375634
LOC105375635	8	105375635
LOC105375637	8	105375637
LOC105375638	8	105375638
LOC105375639	8	105375639
LOC105375641	8	105375641
LOC105375642	8	105375642
LOC105375643	8	105375643
LOC105375644	8	105375644
LOC105375645	8	105375645
LOC105375646	8	105375646
LOC105375647	8	105375647
LOC105375648	8	105375648
LOC105375652	8	105375652
LOC105375653	8	105375653
LOC105375655	8	105375655
LOC105375657	8	105375657
LOC105375659	8	105375659
LOC105375660	8	105375660
LOC105375666	8	105375666
LOC105375668	8	105375668
LOC105375669	8	105375669
LOC105375670	8	105375670
LOC105375671	8	105375671
LOC105375672	8	105375672
LOC105375673	8	105375673
LOC105375674	8	105375674
LOC105375675	8	105375675
LOC105375676	8	105375676
LOC105375679	8	105375679
LOC105375680	8	105375680
LOC105375683	8	105375683
LOC105375684	8	105375684
LOC105375685	8	105375685
LOC105375686	8	105375686
LOC105375688	8	105375688
LOC105375689	8	105375689
LOC105375690	8	105375690
LOC105375691	8	105375691
LOC105375692	8	105375692
LOC105375693	8	105375693
LOC105375694	8	105375694
LOC105375695	8	105375695
LOC105375696	8	105375696
LOC105375700	8	105375700
LOC105375701	8	105375701
LOC105375703	8	105375703
LOC105375704	8	105375704
LOC105375705	8	105375705
LOC105375707	8	105375707
LOC105375709	8	105375709
LOC105375710	8	105375710
LOC105375711	8	105375711
LOC105375712	8	105375712
LOC105375713	8	105375713
LOC105375715	8	105375715
LOC105375716	8	105375716
LOC105375717	8	105375717
LOC105375719	8	105375719
LOC105375721	8	105375721
LOC105375723	8	105375723
LOC105375724	8	105375724
LOC105375725	8	105375725
LOC105375727	8	105375727
LOC105375728	8	105375728
LOC105375730	8	105375730
LOC105375731	8	105375731
LOC105375732	8	105375732
LOC105375733	8	105375733
LOC105375737	8	105375737
LOC105375738	8	105375738
LOC105375739	8	105375739
LOC105375740	8	105375740
LOC105375741	8	105375741
LOC105375742	8	105375742
LOC105375743	8	105375743
LOC105375744	8	105375744
LOC105375746	8	105375746
LOC105375747	8	105375747
LOC105375748	8	105375748
LOC105375749	8	105375749
LOC105375750	8	105375750
LOC105375751	8	105375751
LOC105375752	8	105375752
LOC105375753	8	105375753
LOC105375754	8	105375754
LOC105375758	8	105375758
LOC105375759	8	105375759
LOC105375760	8	105375760
LOC105375761	8	105375761
LOC105375762	8	105375762
LOC105375763	8	105375763
LOC105375765	8	105375765
LOC105375767	8	105375767
LOC105375768	8	105375768
LOC105375769	8	105375769
LOC105375771	8	105375771
LOC105375772	8	105375772
LOC105375773	8	105375773
LOC105375775	8	105375775
LOC105375776	8	105375776
LOC105375777	8	105375777
LOC105375779	8	105375779
LOC105375781	8	105375781
LOC105375782	8	105375782
LOC105375783	8	105375783
LOC105375784	8	105375784
LOC105375785	8	105375785
LOC105375787	8	105375787
LOC105375789	8	105375789
LOC105375790	8	105375790
LOC105375791	8	105375791
LOC105375792	8	105375792
LOC105375794	8	105375794
LOC105375795	8	105375795
LOC105375796	8	105375796
LOC105375798	8	105375798
LOC105375799	8	105375799
LOC105375800	8	105375800
LOC105375805	8	105375805
LOC105375809	2	105375809
LOC105375811	8	105375811
LOC105375812	8	105375812
LOC105375813	8	105375813
LOC105375814	8	105375814
LOC105375815	8	105375815
LOC105375816	8	105375816
LOC105375817	8	105375817
LOC105375818	8	105375818
LOC105375820	8	105375820
LOC105375821	8	105375821
LOC105375822	8	105375822
LOC105375823	8	105375823
LOC105375825	8	105375825
LOC105375826	8	105375826
LOC105375828	8	105375828
LOC105375829	8	105375829
LOC105375830	8	105375830
LOC105375831	8	105375831
LOC105375833	8	105375833
LOC105375835	8	105375835
LOC105375836	8	105375836
LOC105375839	8	105375839
LOC105375840	8	105375840
LOC105375841	8	105375841
LOC105375842	8	105375842
LOC105375843	8	105375843
LOC105375844	8	105375844
LOC105375845	8	105375845
LOC105375846	8	105375846
LOC105375849	8	105375849
LOC105375850	8	105375850
LOC105375851	8	105375851
LOC105375852	8	105375852
LOC105375855	8	105375855
LOC105375856	8	105375856
LOC105375857	8	105375857
LOC105375858	8	105375858
LOC105375859	8	105375859
LOC105375860	8	105375860
LOC105375861	8	105375861
LOC105375863	8	105375863
LOC105375864	8	105375864
LOC105375870	8	105375870
LOC105375871	8	105375871
LOC105375873	8	105375873
LOC105375874	8	105375874
LOC105375875	8	105375875
LOC105375876	8	105375876
LOC105375877	8	105375877
LOC105375878	8	105375878
LOC105375879	8	105375879
LOC105375880	8	105375880
LOC105375881	8	105375881
LOC105375883	8	105375883
LOC105375884	8	105375884
LOC105375885	8	105375885
LOC105375886	8	105375886
LOC105375888	8	105375888
LOC105375889	8	105375889
LOC105375890	8	105375890
LOC105375892	8	105375892
LOC105375894	8	105375894
LOC105375896	8	105375896
LOC105375897	8	105375897
LOC105375899	8	105375899
LOC105375901	8	105375901
LOC105375902	8	105375902
LOC105375903	8	105375903
LOC105375904	8	105375904
LOC105375905	8	105375905
LOC105375906	8	105375906
LOC105375909	8	105375909
LOC105375911	8	105375911
LOC105375912	8	105375912
LOC105375913	8	105375913
LOC105375914	8	105375914
LOC105375915	8	105375915
LOC105375916	8	105375916
LOC105375918	8	105375918
LOC105375919	8	105375919
LOC105375920	8	105375920
LOC105375921	8	105375921
LOC105375922	8	105375922
LOC105375924	8	105375924
LOC105375925	8	105375925
LOC105375926	8	105375926
LOC105375928	8	105375928
LOC105375929	8	105375929
LOC105375930	8	105375930
LOC105375931	8	105375931
LOC105375932	8	105375932
LOC105375933	8	105375933
LOC105375935	8	105375935
LOC105375936	8	105375936
LOC105375937	8	105375937
LOC105375938	8	105375938
LOC105375942	9	105375942
LOC105375943	9	105375943
LOC105375945	9	105375945
LOC105375947	9	105375947
LOC105375949	9	105375949
LOC105375951	9	105375951
LOC105375952	9	105375952
LOC105375953	9	105375953
LOC105375955	9	105375955
LOC105375956	9	105375956
LOC105375957	9	105375957
LOC105375959	9	105375959
LOC105375962	9	105375962
LOC105375964	9	105375964
LOC105375968	9	105375968
LOC105375969	9	105375969
LOC105375970	9	105375970
LOC105375971	9	105375971
LOC105375972	9	105375972
LOC105375974	9	105375974
LOC105375975	9	105375975
LOC105375976	9	105375976
LOC105375977	9	105375977
LOC105375979	9	105375979
LOC105375980	9	105375980
LOC105375981	9	105375981
LOC105375983	9	105375983
LOC105375985	9	105375985
LOC105375987	9	105375987
LOC105375988	9	105375988
LOC105375989	9	105375989
LOC105375990	9	105375990
LOC105375992	9	105375992
LOC105375993	9	105375993
LOC105375994	9	105375994
LOC105375996	9	105375996
LOC105375997	9	105375997
LOC105375999	9	105375999
LOC105376000	9	105376000
LOC105376001	9	105376001
LOC105376002	9	105376002
LOC105376003	9	105376003
LOC105376004	9	105376004
LOC105376005	9	105376005
LOC105376009	9	105376009
LOC105376010	9	105376010
